event_index,timestamp,atm_id,amount,is_fraud,is_cw,risk_score,severity,confidence,mapping_confidence
262,2023-05-01 21:46:00,59684263-0e0...,1772.58,0,0,0.125,LOW,0.4658,0.9512
263,2023-05-01 21:46:00,8df3fb3f-36b...,8315.58,0,0,0.125,LOW,0.4738,0.9512
264,2023-05-01 22:00:00,37d50aaa-0ca...,265.68,0,0,0.2045,LOW,0.4593,0.9512
265,2023-05-01 22:15:00,3b1e5d03-563...,10209.92,0,0,0.17,LOW,0.4818,0.9512
266,2023-05-01 22:15:00,7af28f6a-7ed...,658.68,0,0,0.17,LOW,0.4658,0.9512
267,2023-05-01 22:17:00,800f26bb-ab1...,548.72,0,0,0.17,LOW,0.4658,0.9512
268,2023-05-01 22:33:00,6ded4d28-8bc...,7575.08,0,0,0.17,LOW,0.4738,0.9512
269,2023-05-01 22:35:00,7aee3f20-61f...,7414.06,0,0,0.17,LOW,0.4818,0.9512
270,2023-05-01 22:38:00,fceef9b3-981...,1501.37,0,0,0.17,LOW,0.4818,0.9512
271,2023-05-01 22:42:00,81697ea2-f5d...,763.05,0,0,0.689,HIGH,0.6213,0.9512
272,2023-05-01 22:44:00,c991fb7a-f5c...,23731.92,0,0,0.17,LOW,0.4818,0.9512
273,2023-05-01 22:46:00,2ec2dfb2-193...,4311.27,0,0,0.17,LOW,0.4978,0.9512
274,2023-05-01 22:53:00,bbdf6837-aab...,9840.84,0,0,0.17,LOW,0.4898,0.9512
275,2023-05-01 22:55:00,9e342a67-6e2...,1202.56,0,0,0.17,LOW,0.4978,0.9512
276,2023-05-01 23:00:00,5cbba4d0-3c5...,3551.39,0,0,0.17,LOW,0.4818,0.9512
277,2023-05-01 23:01:00,59684263-0e0...,2607.2,0,0,0.17,LOW,0.4738,0.9512
278,2023-05-01 23:02:00,8df3fb3f-36b...,763.64,0,0,0.17,LOW,0.4818,0.9512
279,2023-05-01 23:02:00,37d50aaa-0ca...,128.86,0,0,0.2045,LOW,0.4673,0.9512
280,2023-05-01 23:05:00,3b1e5d03-563...,1613.86,0,0,0.17,LOW,0.4898,0.9512
281,2023-05-01 23:12:00,7af28f6a-7ed...,1465.1,0,0,0.17,LOW,0.4738,0.9512
282,2023-05-01 23:15:00,800f26bb-ab1...,4335.57,0,0,0.17,LOW,0.4738,0.9512
283,2023-05-01 23:21:00,6ded4d28-8bc...,9439.6,0,0,0.17,LOW,0.4818,0.9512
284,2023-05-01 23:23:00,7aee3f20-61f...,4212.14,0,0,0.17,LOW,0.4898,0.9512
285,2023-05-01 23:39:00,fceef9b3-981...,18947.69,0,0,0.17,LOW,0.4898,0.9512
286,2023-05-01 23:43:00,81697ea2-f5d...,4851.66,0,0,0.689,HIGH,0.6293,0.9512
287,2023-05-01 23:44:00,c991fb7a-f5c...,192895.86,0,0,0.17,LOW,0.4898,0.9512
288,2023-05-01 23:45:00,81697ea2-f5d...,1000.0,0,1,0.689,HIGH,0.6373,0.9512
289,2023-05-01 23:46:00,bbdf6837-aab...,2663.35,0,0,0.17,LOW,0.4978,0.9512
290,2023-05-01 23:47:00,81697ea2-f5d...,10000.0,0,1,0.689,HIGH,0.6453,0.9512
291,2023-05-01 23:52:00,5cbba4d0-3c5...,2186.37,0,0,0.17,LOW,0.4898,0.9512
292,2023-05-01 23:58:00,59684263-0e0...,138.32,0,0,0.17,LOW,0.4818,0.9512
293,2023-05-02 00:01:00,81697ea2-f5d...,1000.0,0,1,0.689,HIGH,0.6533,0.9512
294,2023-05-02 00:06:00,81697ea2-f5d...,2000.0,0,1,0.689,HIGH,0.6613,0.9512
295,2023-05-02 00:06:00,3b1e5d03-563...,350.91,0,0,0.17,LOW,0.4978,0.9512
296,2023-05-02 00:07:00,7af28f6a-7ed...,9882.12,0,0,0.17,LOW,0.4818,0.9512
297,2023-05-02 00:13:00,800f26bb-ab1...,2119.0,0,0,0.17,LOW,0.4818,0.9512
298,2023-05-02 00:15:00,6ded4d28-8bc...,763.72,0,0,0.17,LOW,0.4898,0.9512
299,2023-05-02 00:20:00,7aee3f20-61f...,7949.26,0,0,0.17,LOW,0.4978,0.9512
300,2023-05-02 00:30:00,fceef9b3-981...,5511.08,0,0,0.17,LOW,0.4978,0.9512
301,2023-05-02 00:33:00,81697ea2-f5d...,478.48,0,0,0.689,HIGH,0.6693,0.9512
302,2023-05-02 00:34:00,81697ea2-f5d...,1000.0,0,1,0.689,HIGH,0.6773,0.9512
303,2023-05-02 00:40:00,2ec2dfb2-193...,323.8,0,0,0.17,LOW,0.5058,0.9512
304,2023-05-02 00:48:00,bbdf6837-aab...,1855.74,0,0,0.17,LOW,0.5058,0.9512
305,2023-05-02 00:58:00,9e342a67-6e2...,440.36,0,0,0.17,LOW,0.5058,0.9512
306,2023-05-02 01:03:00,5cbba4d0-3c5...,5297.7,0,0,0.17,LOW,0.4978,0.9512
307,2023-05-02 01:07:00,59684263-0e0...,1038.16,0,0,0.17,LOW,0.4898,0.9512
308,2023-05-02 01:09:00,8df3fb3f-36b...,515.15,0,0,0.17,LOW,0.4898,0.9512
309,2023-05-02 01:15:00,37d50aaa-0ca...,21732.11,0,0,0.2045,LOW,0.4753,0.9512
310,2023-05-02 01:17:00,3b1e5d03-563...,2652.28,0,0,0.17,LOW,0.5058,0.9512
311,2023-05-02 01:19:00,7af28f6a-7ed...,121.16,0,0,0.17,LOW,0.4898,0.9512
312,2023-05-02 01:23:00,800f26bb-ab1...,221389.32,0,0,0.17,LOW,0.4898,0.9512
313,2023-05-02 01:29:00,6ded4d28-8bc...,1480.59,0,0,0.17,LOW,0.4978,0.9512
314,2023-05-02 01:41:00,7aee3f20-61f...,400.46,1,0,0.2874,LOW,0.684,0.9512
315,2023-05-02 01:45:00,fceef9b3-981...,1469.39,0,0,0.17,LOW,0.5058,0.9512
316,2023-05-02 01:46:00,81697ea2-f5d...,66.39,0,0,0.689,HIGH,0.6853,0.9512
317,2023-05-02 02:02:00,c991fb7a-f5c...,10368.29,0,0,0.17,LOW,0.4978,0.9512
318,2023-05-02 02:19:00,2ec2dfb2-193...,23972.15,0,0,0.17,LOW,0.5138,0.9512
319,2023-05-02 02:27:00,bbdf6837-aab...,13300.49,0,0,0.17,LOW,0.5138,0.9512
320,2023-05-02 02:28:00,9e342a67-6e2...,60888.7,0,0,0.17,LOW,0.5138,0.9512
321,2023-05-02 02:32:00,5cbba4d0-3c5...,5732.8,0,0,0.17,LOW,0.5058,0.9512
322,2023-05-02 02:34:00,59684263-0e0...,296.94,0,0,0.17,LOW,0.4978,0.9512
323,2023-05-02 02:34:00,8df3fb3f-36b...,4834.04,0,0,0.17,LOW,0.4978,0.9512
324,2023-05-02 02:37:00,37d50aaa-0ca...,3199.36,0,0,0.2045,LOW,0.4833,0.9512
325,2023-05-02 02:41:00,3b1e5d03-563...,3873.84,0,0,0.17,LOW,0.5138,0.9512
326,2023-05-02 02:45:00,7af28f6a-7ed...,435490.57,0,0,0.17,LOW,0.4978,0.9512
327,2023-05-02 02:53:00,81697ea2-f5d...,2000.0,0,1,0.689,HIGH,0.6933,0.9512
328,2023-05-02 03:05:00,6ded4d28-8bc...,1620.04,0,0,0.17,LOW,0.5058,0.9512
329,2023-05-02 03:05:00,7aee3f20-61f...,115080.16,0,0,0.2045,LOW,0.4913,0.9512
330,2023-05-02 03:13:00,fceef9b3-981...,2782.51,0,0,0.17,LOW,0.5138,0.9512
331,2023-05-02 03:24:00,81697ea2-f5d...,199821.3,0,0,0.689,HIGH,0.6933,0.9512
332,2023-05-02 03:26:00,c991fb7a-f5c...,909.97,0,0,0.17,LOW,0.5058,0.9512
333,2023-05-02 03:32:00,2ec2dfb2-193...,11842.55,0,0,0.17,LOW,0.5218,0.9512
334,2023-05-02 03:36:00,bbdf6837-aab...,3464.67,0,0,0.17,LOW,0.5218,0.9512
335,2023-05-02 03:38:00,9e342a67-6e2...,2818.02,0,0,0.17,LOW,0.5218,0.9512
336,2023-05-02 03:39:00,5cbba4d0-3c5...,2168.78,0,0,0.17,LOW,0.5138,0.9512
337,2023-05-02 03:43:00,59684263-0e0...,1322.14,0,0,0.17,LOW,0.5058,0.9512
338,2023-05-02 03:46:00,8df3fb3f-36b...,262.12,0,0,0.17,LOW,0.5058,0.9512
339,2023-05-02 03:50:00,37d50aaa-0ca...,61702.64,0,0,0.2045,LOW,0.4913,0.9512
340,2023-05-02 03:52:00,3b1e5d03-563...,4805.31,0,0,0.17,LOW,0.5218,0.9512
341,2023-05-02 03:55:00,7af28f6a-7ed...,11456.84,0,0,0.17,LOW,0.5058,0.9512
342,2023-05-02 04:07:00,800f26bb-ab1...,268018.87,0,0,0.17,LOW,0.4978,0.9512
343,2023-05-02 04:08:00,6ded4d28-8bc...,2272.95,0,0,0.17,LOW,0.5138,0.9512
344,2023-05-02 04:15:00,7aee3f20-61f...,883.87,0,0,0.2045,LOW,0.4993,0.9512
345,2023-05-02 04:18:00,fceef9b3-981...,2064.6,0,0,0.17,LOW,0.5218,0.9512
346,2023-05-02 04:21:00,81697ea2-f5d...,53037.49,0,0,0.689,HIGH,0.6933,0.9512
347,2023-05-02 04:28:00,c991fb7a-f5c...,6795.01,0,0,0.17,LOW,0.5138,0.9512
348,2023-05-02 04:29:00,2ec2dfb2-193...,499.98,0,0,0.17,LOW,0.5298,0.9512
349,2023-05-02 04:30:00,bbdf6837-aab...,515.12,0,0,0.17,LOW,0.5298,0.9512
350,2023-05-02 04:45:00,9e342a67-6e2...,754779.01,0,0,0.17,LOW,0.5298,0.9512
351,2023-05-02 04:48:00,5cbba4d0-3c5...,482.92,0,0,0.17,LOW,0.5218,0.9512
352,2023-05-02 04:49:00,59684263-0e0...,25863.26,0,0,0.17,LOW,0.5138,0.9512
353,2023-05-02 04:51:00,8df3fb3f-36b...,2203.86,0,0,0.17,LOW,0.5138,0.9512
354,2023-05-02 04:56:00,37d50aaa-0ca...,6243.25,0,0,0.2045,LOW,0.4993,0.9512
355,2023-05-02 04:57:00,3b1e5d03-563...,4425.99,0,0,0.17,LOW,0.5298,0.9512
356,2023-05-02 05:01:00,7af28f6a-7ed...,451.05,0,0,0.125,LOW,0.5138,0.9512
357,2023-05-02 05:02:00,800f26bb-ab1...,2173.27,0,0,0.125,LOW,0.5058,0.9512
358,2023-05-02 05:12:00,6ded4d28-8bc...,367.1,0,0,0.125,LOW,0.5218,0.9512
359,2023-05-02 05:20:00,7aee3f20-61f...,388.98,0,0,0.1595,LOW,0.5073,0.9512
360,2023-05-02 05:22:00,fceef9b3-981...,316.85,0,0,0.125,LOW,0.5298,0.9512
361,2023-05-02 05:25:00,81697ea2-f5d...,1000.0,0,1,0.644,HIGH,0.6933,0.9512
362,2023-05-02 05:28:00,c991fb7a-f5c...,27681.28,0,0,0.125,LOW,0.5218,0.9512
363,2023-05-02 05:28:00,81697ea2-f5d...,1000.0,0,1,0.644,HIGH,0.6933,0.9512
364,2023-05-02 05:28:00,bbdf6837-aab...,793.53,0,0,0.125,LOW,0.5378,0.9512
365,2023-05-02 05:38:00,9e342a67-6e2...,7579.26,0,0,0.125,LOW,0.5378,0.9512
366,2023-05-02 05:39:00,5cbba4d0-3c5...,118617.94,0,0,0.125,LOW,0.5298,0.9512
367,2023-05-02 05:50:00,59684263-0e0...,8999.64,0,0,0.125,LOW,0.5218,0.9512
368,2023-05-02 05:59:00,8df3fb3f-36b...,1913.82,0,0,0.125,LOW,0.5218,0.9512
369,2023-05-02 06:06:00,37d50aaa-0ca...,2234.33,0,0,0.1595,LOW,0.5073,0.9512
370,2023-05-02 06:10:00,3b1e5d03-563...,16701.5,0,0,0.125,LOW,0.5378,0.9512
371,2023-05-02 06:10:00,7af28f6a-7ed...,4588.13,0,0,0.125,LOW,0.5218,0.9512
372,2023-05-02 06:15:00,800f26bb-ab1...,447.88,0,0,0.125,LOW,0.5138,0.9512
373,2023-05-02 06:20:00,6ded4d28-8bc...,599585.82,1,0,0.2424,LOW,0.708,0.9512
374,2023-05-02 06:20:00,7aee3f20-61f...,32767.71,0,0,0.1595,LOW,0.5153,0.9512
375,2023-05-02 06:20:00,fceef9b3-981...,12364.58,0,0,0.125,LOW,0.5378,0.9512
376,2023-05-02 06:22:00,81697ea2-f5d...,8078.88,0,0,0.644,HIGH,0.6933,0.9512
377,2023-05-02 06:28:00,c991fb7a-f5c...,1785.17,0,0,0.125,LOW,0.5298,0.9512
378,2023-05-02 06:36:00,2ec2dfb2-193...,11710.62,0,0,0.125,LOW,0.5378,0.9512
379,2023-05-02 06:39:00,bbdf6837-aab...,295446.34,0,0,0.125,LOW,0.5458,0.9512
380,2023-05-02 06:47:00,9e342a67-6e2...,3189.3,0,0,0.125,LOW,0.5458,0.9512
381,2023-05-02 06:49:00,5cbba4d0-3c5...,1711.41,0,0,0.125,LOW,0.5378,0.9512
382,2023-05-02 06:54:00,59684263-0e0...,1630.9,0,0,0.125,LOW,0.5298,0.9512
383,2023-05-02 06:56:00,8df3fb3f-36b...,41364.42,0,0,0.125,LOW,0.5298,0.9512
384,2023-05-02 07:04:00,37d50aaa-0ca...,1698.74,0,0,0.1595,LOW,0.5153,0.9512
385,2023-05-02 07:05:00,3b1e5d03-563...,6896.0,0,0,0.125,LOW,0.5458,0.9512
386,2023-05-02 07:09:00,7af28f6a-7ed...,67.14,0,0,0.125,LOW,0.5298,0.9512
387,2023-05-02 07:21:00,800f26bb-ab1...,4245.25,0,0,0.125,LOW,0.5218,0.9512
388,2023-05-02 07:22:00,6ded4d28-8bc...,102959.68,0,0,0.1595,LOW,0.5153,0.9512
389,2023-05-02 07:22:00,7aee3f20-61f...,65415.84,0,0,0.1595,LOW,0.5233,0.9512
390,2023-05-02 07:39:00,fceef9b3-981...,105959.01,0,0,0.125,LOW,0.5458,0.9512
391,2023-05-02 07:44:00,81697ea2-f5d...,685.03,0,0,0.644,HIGH,0.6933,0.9512
392,2023-05-02 07:47:00,c991fb7a-f5c...,177849.29,0,0,0.125,LOW,0.5378,0.9512
393,2023-05-02 07:49:00,2ec2dfb2-193...,4027.84,0,0,0.125,LOW,0.5458,0.9512
394,2023-05-02 07:50:00,bbdf6837-aab...,3076.88,0,0,0.125,LOW,0.5538,0.9512
395,2023-05-02 07:51:00,9e342a67-6e2...,2386992.24,0,0,0.125,LOW,0.5538,0.9512
396,2023-05-02 07:59:00,5cbba4d0-3c5...,12035.24,0,0,0.125,LOW,0.5458,0.9512
397,2023-05-02 07:59:00,59684263-0e0...,4079.05,0,0,0.125,LOW,0.5378,0.9512
398,2023-05-02 08:04:00,8df3fb3f-36b...,2773.92,0,0,0.125,LOW,0.5378,0.9512
399,2023-05-02 08:10:00,37d50aaa-0ca...,717.92,0,0,0.1595,LOW,0.5233,0.9512
400,2023-05-02 08:15:00,3b1e5d03-563...,2519.34,0,0,0.125,LOW,0.5538,0.9512
401,2023-05-02 08:16:00,7af28f6a-7ed...,612.28,0,0,0.125,LOW,0.5378,0.9512
402,2023-05-02 08:35:00,800f26bb-ab1...,1957.96,0,0,0.125,LOW,0.5298,0.9512
403,2023-05-02 08:42:00,6ded4d28-8bc...,8144.71,1,0,0.2769,LOW,0.7044,0.9512
404,2023-05-02 08:45:00,7aee3f20-61f...,401783.51,0,0,0.1595,LOW,0.5313,0.9512
405,2023-05-02 08:45:00,fceef9b3-981...,1226.53,0,0,0.125,LOW,0.5538,0.9512
406,2023-05-02 09:01:00,81697ea2-f5d...,8675.32,0,0,0.644,HIGH,0.6933,0.9512
407,2023-05-02 09:06:00,c991fb7a-f5c...,5710.57,0,0,0.125,LOW,0.5458,0.9512
408,2023-05-02 09:10:00,2ec2dfb2-193...,1800.12,0,0,0.125,LOW,0.5538,0.9512
409,2023-05-02 09:14:00,bbdf6837-aab...,1845.0,0,0,0.125,LOW,0.5618,0.9512
410,2023-05-02 09:23:00,9e342a67-6e2...,174836.01,0,0,0.125,LOW,0.5618,0.9512
411,2023-05-02 09:24:00,5cbba4d0-3c5...,625.43,0,0,0.125,LOW,0.5538,0.9512
412,2023-05-02 09:34:00,59684263-0e0...,101509.72,0,0,0.125,LOW,0.5458,0.9512
413,2023-05-02 09:36:00,8df3fb3f-36b...,692.39,0,0,0.125,LOW,0.5458,0.9512
414,2023-05-02 09:53:00,37d50aaa-0ca...,2753.58,0,0,0.1595,LOW,0.5313,0.9512
415,2023-05-02 09:56:00,3b1e5d03-563...,465325.27,0,0,0.125,LOW,0.5618,0.9512
416,2023-05-02 10:01:00,7af28f6a-7ed...,1484.04,0,0,0.125,LOW,0.5458,0.9512
417,2023-05-02 10:09:00,800f26bb-ab1...,4898.53,0,0,0.125,LOW,0.5378,0.9512
418,2023-05-02 10:15:00,81697ea2-f5d...,1000.0,0,1,0.64,HIGH,0.6943,0.9512
419,2023-05-02 10:19:00,7aee3f20-61f...,561.11,0,0,0.1595,LOW,0.5393,0.9512
420,2023-05-02 10:22:00,fceef9b3-981...,392.1,0,0,0.125,LOW,0.5618,0.9512
421,2023-05-02 10:27:00,81697ea2-f5d...,1391.59,0,0,0.64,HIGH,0.6943,0.9512
422,2023-05-02 10:33:00,c991fb7a-f5c...,325.45,0,0,0.125,LOW,0.5538,0.9512
423,2023-05-02 10:38:00,2ec2dfb2-193...,1357.56,0,0,0.125,LOW,0.5618,0.9512
424,2023-05-02 10:50:00,bbdf6837-aab...,33792.93,0,0,0.125,LOW,0.5698,0.9512
425,2023-05-02 10:51:00,9e342a67-6e2...,7910.55,0,0,0.125,LOW,0.5698,0.9512
426,2023-05-02 10:51:00,5cbba4d0-3c5...,2454.43,0,0,0.125,LOW,0.5618,0.9512
427,2023-05-02 10:53:00,59684263-0e0...,4019.3,0,0,0.125,LOW,0.5538,0.9512
428,2023-05-02 11:07:00,81697ea2-f5d...,5000.0,0,1,0.6373,HIGH,0.695,0.9512
429,2023-05-02 11:08:00,37d50aaa-0ca...,172964.21,0,0,0.1595,LOW,0.5393,0.9512
430,2023-05-02 11:18:00,3b1e5d03-563...,188617.94,0,0,0.125,LOW,0.5698,0.9512
431,2023-05-02 11:41:00,7af28f6a-7ed...,10564.11,0,0,0.125,LOW,0.5538,0.9512
432,2023-05-02 11:41:00,800f26bb-ab1...,4611.41,0,0,0.125,LOW,0.5458,0.9512
433,2023-05-02 11:42:00,6ded4d28-8bc...,3129.66,0,0,0.194,LOW,0.5083,0.9512
434,2023-05-02 11:45:00,7aee3f20-61f...,24294.85,0,0,0.1595,LOW,0.5473,0.9512
435,2023-05-02 11:47:00,fceef9b3-981...,387.55,0,0,0.125,LOW,0.5698,0.9512
436,2023-05-02 11:48:00,81697ea2-f5d...,3361.5,0,0,0.6296,HIGH,0.6968,0.9512
437,2023-05-02 11:54:00,c991fb7a-f5c...,1201.89,0,0,0.125,LOW,0.5618,0.9512
438,2023-05-02 11:58:00,2ec2dfb2-193...,5306.0,0,0,0.125,LOW,0.5698,0.9512
439,2023-05-02 12:01:00,bbdf6837-aab...,3148.38,0,0,0.125,LOW,0.5778,0.9512
440,2023-05-02 12:03:00,9e342a67-6e2...,11380.8,0,0,0.125,LOW,0.5778,0.9512
441,2023-05-02 12:03:00,5cbba4d0-3c5...,2146.68,0,0,0.125,LOW,0.5698,0.9512
442,2023-05-02 12:04:00,59684263-0e0...,2086.71,0,0,0.125,LOW,0.5618,0.9512
443,2023-05-02 12:06:00,8df3fb3f-36b...,848.19,0,0,0.125,LOW,0.5538,0.9512
444,2023-05-02 12:09:00,37d50aaa-0ca...,15965.06,0,0,0.1595,LOW,0.5473,0.9512
445,2023-05-02 12:13:00,3b1e5d03-563...,124601.7,0,0,0.125,LOW,0.5778,0.9512
446,2023-05-02 12:23:00,7af28f6a-7ed...,12493.56,0,0,0.125,LOW,0.5618,0.9512
447,2023-05-02 12:30:00,800f26bb-ab1...,27582.85,0,0,0.125,LOW,0.5538,0.9512
448,2023-05-02 12:33:00,6ded4d28-8bc...,127413.36,0,0,0.194,LOW,0.5163,0.9512
449,2023-05-02 12:37:00,81697ea2-f5d...,500.0,0,1,0.6235,HIGH,0.6981,0.9512
450,2023-05-02 12:43:00,fceef9b3-981...,4709.52,0,0,0.125,LOW,0.5778,0.9512
451,2023-05-02 12:44:00,81697ea2-f5d...,66000.84,0,0,0.6235,HIGH,0.6981,0.9512
452,2023-05-02 12:55:00,c991fb7a-f5c...,1152.04,0,0,0.125,LOW,0.5698,0.9512
453,2023-05-02 12:55:00,2ec2dfb2-193...,201.44,1,0,0.2424,LOW,0.756,0.9512
454,2023-05-02 12:59:00,bbdf6837-aab...,258.09,0,0,0.125,LOW,0.5858,0.9512
455,2023-05-02 13:02:00,9e342a67-6e2...,296.75,0,0,0.125,LOW,0.5858,0.9512
456,2023-05-02 13:04:00,5cbba4d0-3c5...,351.47,0,0,0.125,LOW,0.5778,0.9512
457,2023-05-02 13:05:00,59684263-0e0...,11845.33,0,0,0.125,LOW,0.5698,0.9512
458,2023-05-02 13:06:00,8df3fb3f-36b...,32.37,0,0,0.125,LOW,0.5618,0.9512
459,2023-05-02 13:13:00,37d50aaa-0ca...,1441.19,0,0,0.1595,LOW,0.5553,0.9512
460,2023-05-02 13:15:00,3b1e5d03-563...,31065.5,0,0,0.125,LOW,0.5858,0.9512
461,2023-05-02 13:18:00,7af28f6a-7ed...,2643.81,0,0,0.125,LOW,0.5698,0.9512
462,2023-05-02 13:20:00,800f26bb-ab1...,1044.53,0,0,0.125,LOW,0.5618,0.9512
463,2023-05-02 13:30:00,81697ea2-f5d...,500.0,0,1,0.614,HIGH,0.6999,0.9512
464,2023-05-02 13:37:00,7aee3f20-61f...,2742.77,0,0,0.1595,LOW,0.5553,0.9512
465,2023-05-02 13:44:00,fceef9b3-981...,9194.51,0,0,0.125,LOW,0.5858,0.9512
466,2023-05-02 13:48:00,81697ea2-f5d...,8681.23,0,0,0.614,HIGH,0.6999,0.9512
467,2023-05-02 13:54:00,c991fb7a-f5c...,3241.32,0,0,0.125,LOW,0.5778,0.9512
468,2023-05-02 13:59:00,2ec2dfb2-193...,195.75,0,0,0.1595,LOW,0.5633,0.9512
469,2023-05-02 13:59:00,bbdf6837-aab...,3091.88,0,0,0.125,LOW,0.5938,0.9512
470,2023-05-02 14:00:00,9e342a67-6e2...,284.23,0,0,0.125,LOW,0.5938,0.9512
471,2023-05-02 14:01:00,81697ea2-f5d...,1000.0,0,1,0.6158,HIGH,0.6996,0.9512
472,2023-05-02 14:05:00,59684263-0e0...,6673.73,0,0,0.125,LOW,0.5778,0.9512
473,2023-05-02 14:06:00,8df3fb3f-36b...,3117.62,0,0,0.125,LOW,0.5698,0.9512
474,2023-05-02 14:14:00,37d50aaa-0ca...,10180.16,0,0,0.1595,LOW,0.5633,0.9512
475,2023-05-02 14:19:00,3b1e5d03-563...,2204.86,0,0,0.125,LOW,0.5938,0.9512
476,2023-05-02 14:23:00,81697ea2-f5d...,5000.0,0,1,0.6175,HIGH,0.6993,0.9512
477,2023-05-02 14:23:00,800f26bb-ab1...,338367.2,0,0,0.125,LOW,0.5698,0.9512
478,2023-05-02 14:38:00,6ded4d28-8bc...,114960.47,0,0,0.194,LOW,0.5243,0.9512
479,2023-05-02 14:42:00,7aee3f20-61f...,108520.94,0,0,0.1595,LOW,0.5633,0.9512
480,2023-05-02 14:42:00,fceef9b3-981...,30167.3,0,0,0.125,LOW,0.5938,0.9512
481,2023-05-02 14:50:00,81697ea2-f5d...,205.9,0,0,0.6175,HIGH,0.6993,0.9512
482,2023-05-02 14:59:00,c991fb7a-f5c...,559.34,0,0,0.125,LOW,0.5858,0.9512
483,2023-05-02 15:02:00,81697ea2-f5d...,500.0,0,1,0.6191,HIGH,0.699,0.9512
484,2023-05-02 15:31:00,bbdf6837-aab...,2596.34,0,0,0.125,LOW,0.6018,0.9512
485,2023-05-02 15:36:00,9e342a67-6e2...,330.58,0,0,0.125,LOW,0.6018,0.9512
486,2023-05-02 15:43:00,5cbba4d0-3c5...,1532.95,0,0,0.125,LOW,0.5858,0.9512
487,2023-05-02 15:44:00,59684263-0e0...,16375.3,0,0,0.125,LOW,0.5858,0.9512
488,2023-05-02 15:44:00,8df3fb3f-36b...,153477.06,0,0,0.125,LOW,0.5778,0.9512
489,2023-05-02 15:46:00,37d50aaa-0ca...,683.15,0,0,0.1595,LOW,0.5713,0.9512
490,2023-05-02 15:53:00,3b1e5d03-563...,48866.68,0,0,0.125,LOW,0.6018,0.9512
491,2023-05-02 15:54:00,7af28f6a-7ed...,18710.1,0,0,0.125,LOW,0.5778,0.9512
492,2023-05-02 16:00:00,800f26bb-ab1...,6437.6,0,0,0.125,LOW,0.5778,0.9512
493,2023-05-02 16:10:00,81697ea2-f5d...,1000.0,0,1,0.6207,HIGH,0.6987,0.9512
494,2023-05-02 16:14:00,7aee3f20-61f...,6936.06,0,0,0.1595,LOW,0.5713,0.9512
495,2023-05-02 16:15:00,fceef9b3-981...,1382.32,0,0,0.125,LOW,0.6018,0.9512
496,2023-05-02 16:16:00,81697ea2-f5d...,1215887.69,0,0,0.6207,HIGH,0.6987,0.9512
497,2023-05-02 16:19:00,c991fb7a-f5c...,6016.19,0,0,0.125,LOW,0.5938,0.9512
498,2023-05-02 16:33:00,2ec2dfb2-193...,127627.8,0,0,0.1595,LOW,0.5713,0.9512
499,2023-05-02 16:34:00,bbdf6837-aab...,10740.19,0,0,0.125,LOW,0.6098,0.9512
500,2023-05-02 16:36:00,81697ea2-f5d...,1000.0,0,1,0.6221,HIGH,0.6984,0.9512
501,2023-05-02 16:42:00,5cbba4d0-3c5...,2309.39,0,0,0.125,LOW,0.5938,0.9512
502,2023-05-02 16:43:00,59684263-0e0...,19189.03,0,0,0.125,LOW,0.5938,0.9512
503,2023-05-02 16:47:00,8df3fb3f-36b...,146.0,0,0,0.125,LOW,0.5858,0.9512
504,2023-05-02 16:49:00,37d50aaa-0ca...,417.48,0,0,0.1595,LOW,0.5793,0.9512
505,2023-05-02 16:51:00,3b1e5d03-563...,1539.3,0,0,0.125,LOW,0.6098,0.9512
506,2023-05-02 16:52:00,7af28f6a-7ed...,100.99,0,0,0.125,LOW,0.5858,0.9512
507,2023-05-02 17:05:00,800f26bb-ab1...,2025.15,0,0,0.125,LOW,0.5858,0.9512
508,2023-05-02 17:07:00,6ded4d28-8bc...,32.69,0,0,0.194,LOW,0.5323,0.9512
509,2023-05-02 17:11:00,7aee3f20-61f...,427.59,0,0,0.1595,LOW,0.5793,0.9512
510,2023-05-02 17:14:00,fceef9b3-981...,727.6,0,0,0.125,LOW,0.6098,0.9512
511,2023-05-02 17:30:00,81697ea2-f5d...,850.28,0,0,0.6221,HIGH,0.6984,0.9512
512,2023-05-02 17:36:00,c991fb7a-f5c...,92.65,0,0,0.125,LOW,0.6018,0.9512
513,2023-05-02 17:37:00,2ec2dfb2-193...,2640.77,0,0,0.1595,LOW,0.5793,0.9512
514,2023-05-02 17:42:00,bbdf6837-aab...,1059.91,0,0,0.125,LOW,0.6178,0.9512
515,2023-05-02 17:49:00,9e342a67-6e2...,3854.59,0,0,0.125,LOW,0.6098,0.9512
516,2023-05-02 17:51:00,5cbba4d0-3c5...,192.9,0,0,0.125,LOW,0.6018,0.9512
517,2023-05-02 17:54:00,59684263-0e0...,303.71,0,0,0.125,LOW,0.6018,0.9512
518,2023-05-02 18:03:00,8df3fb3f-36b...,5830.68,0,0,0.125,LOW,0.5938,0.9512
519,2023-05-02 18:10:00,81697ea2-f5d...,2000.0,0,1,0.6235,HIGH,0.6981,0.9512
520,2023-05-02 18:11:00,81697ea2-f5d...,1000.0,0,1,0.6249,HIGH,0.6978,0.9512
521,2023-05-02 18:11:00,7af28f6a-7ed...,494.9,0,0,0.125,LOW,0.5938,0.9512
522,2023-05-02 18:13:00,81697ea2-f5d...,1000.0,0,1,0.6262,HIGH,0.6976,0.9512
