hour_of_day,day_of_week,is_weekend,recent_activity_count_24h,recent_activity_count_7d,recent_amount_24h,max_single_amount_24h,historical_cashout_count_30d,historical_incident_count_500m,historical_incident_count_2km,atm_density_1km,connected_mule_accounts_count,unique_accounts_24h,hours_since_last_activity,amount_log_24h,target,atm_id,atm_code,city,cutoff_time
0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.0,0.0,0,90f1418e-1550-597c-a4a7-1fa635a287fd,ATM-KOC-0147,Kochi,2023-04-05T00:00:00
0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.0,0.0,0,b7a60ed8-5fcd-54e6-ac13-8fd055225183,ATM-KOC-0148,Kochi,2023-04-05T00:00:00
0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.0,0.0,0,f9de41af-30c1-5a71-9593-2b21d57e6308,ATM-KOC-0149,Kochi,2023-04-05T00:00:00
0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.0,0.0,0,f7e9eeb1-1b63-5fff-808e-41e7688e77bc,ATM-KOC-0150,Kochi,2023-04-05T00:00:00
0.0,2.0,0.0,3.0,25.0,8122.11,3707.16,0.0,7.0,89.0,0.0,0.0,3.0,3.1666667,9.002468,0,f1f8d2d0-6ea3-5875-acce-a83a08547247,ATM-NEW-0001,New Delhi,2023-04-12T00:00:00
0.0,2.0,0.0,2.0,34.0,97426.45,96444.86,0.0,10.0,158.0,0.0,0.0,2.0,7.266667,11.486863,0,c45eaf1f-d739-587d-8090-276bc5a6a01e,ATM-NEW-0002,New Delhi,2023-04-12T00:00:00
0.0,2.0,0.0,6.0,37.0,15233.3,7402.12,0.0,15.0,162.0,0.0,0.0,6.0,1.9,9.631305,0,b3dc96a5-31cc-51a8-a4bc-4d47da6df377,ATM-NEW-0003,New Delhi,2023-04-12T00:00:00
0.0,2.0,0.0,5.0,24.0,104565.79,85717.34,0.0,3.0,81.0,0.0,0.0,5.0,3.7833333,11.557581,0,91abf21e-5b5e-5823-b4f0-c5d40f77d717,ATM-NEW-0004,New Delhi,2023-04-12T00:00:00
0.0,2.0,0.0,7.0,38.0,286126.06,260626.22,0.0,10.0,142.0,0.0,1.0,7.0,3.1666667,12.564191,0,7bb876b7-d98c-59b9-bfe7-5d6d8706898d,ATM-NEW-0005,New Delhi,2023-04-12T00:00:00
0.0,2.0,0.0,10.0,68.0,331391.97,260626.22,0.0,25.0,320.0,0.0,1.0,10.0,5.6,12.711061,0,863a1f8a-9358-5d83-a37a-ef1b3af72061,ATM-NEW-0006,New Delhi,2023-04-12T00:00:00
0.0,2.0,0.0,19.0,78.0,1.370246e+06,1.1080695e+06,0.0,22.0,316.0,0.0,0.0,19.0,0.46666667,14.130502,0,ae9a45fc-c291-5efa-a2ad-8e3d969953d5,ATM-NEW-0007,New Delhi,2023-04-12T00:00:00
0.0,2.0,0.0,5.0,33.0,13989.68,8891.1,0.0,10.0,138.0,0.0,0.0,5.0,3.7833333,9.546146,0,6110b5e8-c838-5a36-af9e-ceec51e0c409,ATM-NEW-0008,New Delhi,2023-04-12T00:00:00
0.0,2.0,0.0,13.0,58.0,172837.73,109303.15,0.0,16.0,185.0,0.0,1.0,13.0,4.1833334,12.060114,0,d05fbe4b-fcba-52a3-9d29-e0fce9ccdbd9,ATM-NEW-0009,New Delhi,2023-04-12T00:00:00
0.0,2.0,0.0,18.0,75.0,110288.57,34080.66,0.0,14.0,294.0,0.0,1.0,18.0,0.65,11.610865,0,1ca42a9a-50ec-5a1d-99e3-81bf7c579716,ATM-NEW-0010,New Delhi,2023-04-12T00:00:00
0.0,2.0,0.0,17.0,69.0,1.2203358e+06,1.1080695e+06,0.0,23.0,296.0,0.0,1.0,17.0,3.1333334,14.014637,0,051674e2-a8c4-5111-bf54-2c937a9c722a,ATM-NEW-0011,New Delhi,2023-04-12T00:00:00
0.0,2.0,0.0,2.0,20.0,8449.38,7005.48,0.0,7.0,140.0,0.0,0.0,2.0,4.1833334,9.041966,0,e3c72b40-457d-5627-b578-4da7a09c1fc1,ATM-NEW-0012,New Delhi,2023-04-12T00:00:00
0.0,2.0,0.0,8.0,30.0,119203.52,109303.15,0.0,4.0,97.0,0.0,0.0,8.0,3.6,11.688596,0,0e0b8e6c-f46a-5dce-b705-93abfbcedab7,ATM-NEW-0013,New Delhi,2023-04-12T00:00:00
0.0,2.0,0.0,7.0,34.0,133891.56,70374.71,1.0,9.0,129.0,0.0,0.0,7.0,6.15,11.804793,0,d89b2703-b172-5529-922c-4af9eb48d45f,ATM-NEW-0014,New Delhi,2023-04-12T00:00:00
0.0,2.0,0.0,5.0,35.0,23673.28,20652.7,0.0,9.0,159.0,0.0,1.0,5.0,3.9666667,10.0721445,0,7c8a9fea-1f01-5794-b1f8-1f33bc77651b,ATM-NEW-0015,New Delhi,2023-04-12T00:00:00
0.0,2.0,0.0,2.0,15.0,3777.19,3296.12,1.0,6.0,57.0,0.0,1.0,2.0,0.1,8.237,0,81697ea2-f5de-540b-a729-ead84b45e611,ATM-MUM-0016,Mumbai,2023-04-12T00:00:00
0.0,2.0,0.0,3.0,37.0,89334.74,70040.68,0.0,14.0,151.0,0.0,0.0,3.0,2.9,11.400157,0,c991fb7a-f5c2-5464-b968-538bf5c140df,ATM-MUM-0017,Mumbai,2023-04-12T00:00:00
0.0,2.0,0.0,6.0,32.0,223506.8,164462.47,0.0,4.0,126.0,0.0,0.0,6.0,3.75,12.317202,0,2ec2dfb2-1938-5797-bf2d-736d604948cb,ATM-MUM-0018,Mumbai,2023-04-12T00:00:00
0.0,2.0,0.0,6.0,25.0,231480.66,164462.47,0.0,5.0,105.0,0.0,0.0,6.0,3.75,12.352256,0,bbdf6837-aab5-5b4e-839e-9ee61eaea352,ATM-MUM-0019,Mumbai,2023-04-12T00:00:00
0.0,2.0,0.0,6.0,35.0,222241.52,141121.84,0.0,11.0,151.0,0.0,0.0,6.0,3.5166667,12.311524,0,9e342a67-6e23-50e0-affc-c624e2da2f70,ATM-MUM-0020,Mumbai,2023-04-12T00:00:00
0.0,2.0,0.0,6.0,70.0,254437.2,141121.84,0.0,17.0,276.0,0.0,0.0,6.0,0.6,12.446814,0,5cbba4d0-3c52-5f68-9295-d2058d5ea946,ATM-MUM-0021,Mumbai,2023-04-12T00:00:00
0.0,2.0,0.0,7.0,53.0,308677.8,164462.47,1.0,18.0,223.0,0.0,0.0,7.0,3.75,12.640057,0,59684263-0e01-5fc5-9de6-966d650e19e5,ATM-MUM-0022,Mumbai,2023-04-12T00:00:00
0.0,2.0,0.0,3.0,18.0,7619.23,5000.0,0.0,3.0,97.0,0.0,1.0,3.0,6.983333,8.938561,0,8df3fb3f-36b9-5e62-b1aa-54e0ed960822,ATM-MUM-0023,Mumbai,2023-04-12T00:00:00
0.0,2.0,0.0,10.0,33.0,243491.69,104755.51,0.0,10.0,135.0,0.0,0.0,10.0,0.6,12.4028425,0,37d50aaa-0ca6-52fd-ba0f-a0c734b03d34,ATM-MUM-0024,Mumbai,2023-04-12T00:00:00
0.0,2.0,0.0,13.0,61.0,395734.03,141121.84,0.0,15.0,228.0,0.0,0.0,13.0,0.6,12.8885,0,3b1e5d03-563a-5430-87b7-e281fa8f8af4,ATM-MUM-0025,Mumbai,2023-04-12T00:00:00
0.0,2.0,0.0,11.0,62.0,477423.62,152149.58,0.0,20.0,252.0,0.0,0.0,11.0,0.21666667,13.076161,0,7af28f6a-7ed8-5ba7-97f0-f49875cbb077,ATM-MUM-0026,Mumbai,2023-04-12T00:00:00
0.0,2.0,0.0,1.0,23.0,621.69,621.69,0.0,7.0,113.0,0.0,0.0,1.0,10.433333,6.4340487,0,800f26bb-ab13-53a8-8329-4e07a6b7cf1d,ATM-MUM-0027,Mumbai,2023-04-12T00:00:00
0.0,2.0,0.0,2.0,15.0,95212.54,86956.2,0.0,3.0,65.0,0.0,0.0,2.0,12.75,11.463878,0,6ded4d28-8bc2-5507-85db-b9ec23a0756c,ATM-MUM-0028,Mumbai,2023-04-12T00:00:00
0.0,2.0,0.0,5.0,24.0,23442.45,8256.34,0.0,8.0,111.0,0.0,1.0,5.0,4.0,10.062346,0,7aee3f20-61f3-58df-bbd1-af7d2ad4f502,ATM-MUM-0029,Mumbai,2023-04-12T00:00:00
0.0,2.0,0.0,2.0,32.0,19081.87,18287.97,0.0,7.0,131.0,0.0,0.0,2.0,0.8666667,9.856546,0,fceef9b3-9818-5d9c-9786-aa1ba0a869e2,ATM-MUM-0030,Mumbai,2023-04-12T00:00:00
0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,4.0,51.0,0.0,1.0,0.0,32.016666,0.0,0,51f7f7da-0718-5063-91b2-d743096e78e1,ATM-BEN-0031,Bengaluru,2023-04-12T00:00:00
0.0,2.0,0.0,1.0,15.0,1429.49,1429.49,0.0,7.0,96.0,0.0,1.0,1.0,17.716667,7.2657723,0,0949a9d8-1c2f-5d53-bc48-6050d92fe35b,ATM-BEN-0032,Bengaluru,2023-04-12T00:00:00
0.0,2.0,0.0,1.0,24.0,42755.08,42755.08,0.0,4.0,89.0,0.0,0.0,1.0,18.866667,10.663267,0,f41c7ddd-7008-5aeb-99eb-f05a1845a016,ATM-BEN-0033,Bengaluru,2023-04-12T00:00:00
0.0,2.0,0.0,0.0,9.0,0.0,0.0,1.0,2.0,48.0,0.0,0.0,0.0,28.683332,0.0,0,3aa4e1f6-58c6-5cbb-a302-28689bbca879,ATM-BEN-0034,Bengaluru,2023-04-12T00:00:00
0.0,2.0,0.0,1.0,13.0,836.74,836.74,0.0,4.0,99.0,0.0,0.0,1.0,13.233334,6.7307076,0,1af29445-7edb-54fb-a987-f6ba18f4dcc3,ATM-BEN-0035,Bengaluru,2023-04-12T00:00:00
0.0,2.0,0.0,5.0,29.0,327022.1,318673.47,0.0,8.0,162.0,0.0,1.0,5.0,3.3833334,12.697786,0,c4d45e66-af66-5d62-9ec1-a719ee0110b8,ATM-BEN-0036,Bengaluru,2023-04-12T00:00:00
0.0,2.0,0.0,3.0,36.0,22392.0,21138.55,0.0,12.0,175.0,0.0,0.0,3.0,1.4333333,10.016503,0,6a5e8429-628a-5a7d-b3da-577e42cb4cd4,ATM-BEN-0037,Bengaluru,2023-04-12T00:00:00
0.0,2.0,0.0,4.0,24.0,44578.33,21138.55,0.0,3.0,113.0,0.0,0.0,4.0,1.4333333,10.705026,0,1ceabaf4-936c-5e09-9db4-955f82fbe69e,ATM-BEN-0038,Bengaluru,2023-04-12T00:00:00
0.0,2.0,0.0,5.0,24.0,108014.72,99271.32,1.0,4.0,90.0,0.0,0.0,5.0,3.1666667,11.590032,0,a2bdeeac-87ea-5acb-a121-647dd81616e4,ATM-BEN-0039,Bengaluru,2023-04-12T00:00:00
0.0,2.0,0.0,8.0,38.0,199900.36,99271.32,0.0,6.0,175.0,0.0,0.0,8.0,3.1666667,12.20558,0,328c3398-026a-5b82-ad02-8598a7d943ba,ATM-BEN-0040,Bengaluru,2023-04-12T00:00:00
0.0,2.0,0.0,8.0,36.0,623254.2,347538.6,0.0,10.0,173.0,0.0,0.0,8.0,3.7666667,13.342711,0,7142d25c-5954-53f9-ba18-f95055901780,ATM-BEN-0041,Bengaluru,2023-04-12T00:00:00
0.0,2.0,0.0,3.0,18.0,26485.14,20375.46,0.0,7.0,74.0,0.0,0.0,3.0,7.9333334,10.184377,0,d5f219b1-03da-5f87-a5da-607ea7af6899,ATM-BEN-0042,Bengaluru,2023-04-12T00:00:00
0.0,2.0,0.0,2.0,10.0,29374.29,28399.63,0.0,3.0,58.0,0.0,0.0,2.0,14.433333,10.2879095,0,59fb71b7-27d2-56ae-87ab-548765379b67,ATM-BEN-0043,Bengaluru,2023-04-12T00:00:00
0.0,2.0,0.0,5.0,26.0,13575.56,7657.27,0.0,8.0,103.0,0.0,0.0,5.0,8.416667,9.5161,0,08c99329-0e59-5327-8796-9fef243ca011,ATM-BEN-0044,Bengaluru,2023-04-12T00:00:00
0.0,2.0,0.0,4.0,27.0,6998.81,5000.0,0.0,8.0,109.0,0.0,1.0,4.0,9.15,8.853639,0,aac4fab3-2fa2-532d-b442-87ce705ae9f3,ATM-BEN-0045,Bengaluru,2023-04-12T00:00:00
0.0,2.0,0.0,1.0,13.0,1786.54,1786.54,0.0,0.0,41.0,0.0,0.0,1.0,5.6,7.4885955,0,7c8fbbb0-7633-546c-b927-1accdba2044a,ATM-CHE-0046,Chennai,2023-04-12T00:00:00
0.0,2.0,0.0,5.0,23.0,295631.22,288798.28,0.0,1.0,89.0,0.0,1.0,5.0,5.9166665,12.596871,0,fbbc3df5-4722-57b4-9788-6244a82eaa45,ATM-CHE-0047,Chennai,2023-04-12T00:00:00
0.0,2.0,0.0,6.0,27.0,13411.26,5402.53,1.0,7.0,109.0,0.0,1.0,6.0,3.8,9.503924,0,14e22c3d-5500-5971-b937-f612a3b05543,ATM-CHE-0048,Chennai,2023-04-12T00:00:00
0.0,2.0,0.0,3.0,13.0,8155.65,5402.53,0.0,2.0,55.0,0.0,0.0,3.0,14.433333,9.006589,0,869d900f-916d-59fb-a1c5-980ea46f3005,ATM-CHE-0049,Chennai,2023-04-12T00:00:00
0.0,2.0,0.0,3.0,13.0,4521.85,1786.54,1.0,3.0,73.0,0.0,0.0,3.0,4.3166666,8.416898,0,9ec9c0ef-9209-5a42-84e8-2013032e9b9e,ATM-CHE-0050,Chennai,2023-04-12T00:00:00
0.0,2.0,0.0,8.0,40.0,310399.56,288798.28,0.0,9.0,150.0,0.0,1.0,8.0,6.6,12.645618,0,cf923010-1ea8-516f-8a40-b3db95dce888,ATM-CHE-0051,Chennai,2023-04-12T00:00:00
0.0,2.0,0.0,11.0,46.0,71921.85,46559.44,0.0,16.0,169.0,0.0,0.0,11.0,3.8,11.18335,0,b8864095-68a2-5748-a216-676e811b321c,ATM-CHE-0052,Chennai,2023-04-12T00:00:00
0.0,2.0,0.0,1.0,16.0,3306.03,3306.03,0.0,5.0,82.0,0.0,0.0,1.0,5.9,8.103806,0,41174545-6f86-5ccc-94c0-7054225d58ad,ATM-CHE-0053,Chennai,2023-04-12T00:00:00
0.0,2.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,90.0,0.0,0.0,0.0,40.45,0.0,0,b7c4c3b5-15ff-512b-bc9b-d52f3797f893,ATM-CHE-0054,Chennai,2023-04-12T00:00:00
0.0,2.0,0.0,3.0,44.0,27397.4,25056.0,0.0,17.0,162.0,0.0,0.0,3.0,0.15,10.21824,0,f9c8bdaf-f2d5-519b-81d4-759a53bf1015,ATM-CHE-0055,Chennai,2023-04-12T00:00:00
0.0,2.0,0.0,4.0,28.0,50881.31,46559.44,0.0,11.0,149.0,0.0,0.0,4.0,8.4,10.837271,0,9d88e52f-9303-5776-9acc-390b8ece126d,ATM-CHE-0056,Chennai,2023-04-12T00:00:00
0.0,2.0,0.0,1.0,20.0,1356.88,1356.88,0.0,7.0,89.0,0.0,0.0,1.0,16.1,7.21368,0,34ff42c5-aa0c-58b5-b153-3aa920bff5c7,ATM-CHE-0057,Chennai,2023-04-12T00:00:00
0.0,2.0,0.0,1.0,8.0,264.62,264.62,0.0,1.0,38.0,0.0,1.0,1.0,13.383333,5.5820665,0,c1ef55eb-7ba3-5dca-9329-fa76b3327004,ATM-CHE-0058,Chennai,2023-04-12T00:00:00
0.0,2.0,0.0,4.0,30.0,5897.83,2098.84,0.0,3.0,90.0,0.0,0.0,4.0,3.6833334,8.682509,0,d3483408-08a1-5840-8a4f-e2a5d47c989b,ATM-CHE-0059,Chennai,2023-04-12T00:00:00
0.0,2.0,0.0,5.0,30.0,10308.47,4945.45,0.0,5.0,83.0,0.0,0.0,5.0,3.3,9.240818,0,90bcf56f-15e8-5317-aff9-2bb508a1d03a,ATM-CHE-0060,Chennai,2023-04-12T00:00:00
0.0,2.0,0.0,1.0,13.0,10694.13,10694.13,0.0,2.0,37.0,0.0,0.0,1.0,10.4,9.277544,0,a9c5b13b-e31b-5d61-b111-d30041fcd1e9,ATM-AHM-0061,Ahmedabad,2023-04-12T00:00:00
0.0,2.0,0.0,3.0,22.0,3912.4,2968.44,0.0,4.0,86.0,0.0,0.0,3.0,11.95,8.2721615,0,e59ea14d-6014-54fe-bc4f-daf0d4c133e3,ATM-AHM-0062,Ahmedabad,2023-04-12T00:00:00
0.0,2.0,0.0,3.0,17.0,3815.59,2668.69,0.0,6.0,73.0,0.0,0.0,3.0,4.45,8.247112,0,b2e6f33c-17a1-547b-a103-0541efcaee5d,ATM-AHM-0063,Ahmedabad,2023-04-12T00:00:00
0.0,2.0,0.0,1.0,10.0,1339.34,1339.34,0.0,1.0,36.0,0.0,0.0,1.0,22.783333,7.200679,0,d69d9b0a-1678-5866-b094-3f5f19c0c205,ATM-AHM-0064,Ahmedabad,2023-04-12T00:00:00
0.0,2.0,0.0,1.0,17.0,7314.79,7314.79,0.0,3.0,77.0,0.0,0.0,1.0,16.1,8.89779,0,67107270-efc6-529d-8ace-22395900dddc,ATM-AHM-0065,Ahmedabad,2023-04-12T00:00:00
0.0,2.0,0.0,4.0,26.0,11227.19,7314.79,0.0,8.0,120.0,0.0,0.0,4.0,11.95,9.326183,0,1d7d8374-7d25-5244-9349-2dba7c91bf60,ATM-AHM-0066,Ahmedabad,2023-04-12T00:00:00
0.0,2.0,0.0,6.0,37.0,189804.02,104368.6,0.0,6.0,123.0,0.0,0.0,6.0,3.8666666,12.153752,0,afecdedf-a580-5453-aee1-cce5a1fc6571,ATM-AHM-0067,Ahmedabad,2023-04-12T00:00:00
0.0,2.0,0.0,2.0,12.0,1803.97,1038.64,0.0,2.0,52.0,0.0,0.0,2.0,5.3333335,7.498299,0,46d959a8-3a7a-51b4-a5d0-e6489f19d5ab,ATM-AHM-0068,Ahmedabad,2023-04-12T00:00:00
0.0,2.0,0.0,2.0,19.0,4716.74,3894.58,0.0,4.0,64.0,0.0,0.0,2.0,12.883333,8.459085,0,b41f1475-dca2-5dc1-938e-9543cd4de399,ATM-AHM-0069,Ahmedabad,2023-04-12T00:00:00
0.0,2.0,0.0,10.0,35.0,801625.3,760641.94,0.0,10.0,137.0,0.0,0.0,10.0,3.1333334,13.594398,0,38ef268a-dcd0-56f8-8c8f-954520b5c33b,ATM-AHM-0070,Ahmedabad,2023-04-12T00:00:00
0.0,2.0,0.0,5.0,27.0,187406.64,100525.28,0.0,9.0,115.0,0.0,0.0,5.0,3.8666666,12.141042,0,a5676c6d-3d3e-517c-81a9-86b85c039df1,ATM-AHM-0071,Ahmedabad,2023-04-12T00:00:00
0.0,2.0,0.0,3.0,20.0,112043.8,100525.28,0.0,6.0,73.0,0.0,0.0,3.0,1.3333334,11.626654,0,65a9af02-f38e-5bc1-a908-6a3a653df0fc,ATM-AHM-0072,Ahmedabad,2023-04-12T00:00:00
0.0,2.0,0.0,1.0,9.0,161118.5,161118.5,0.0,3.0,50.0,0.0,0.0,1.0,9.666667,11.989902,0,07b1cb4d-de17-5ac2-a00b-02cf9e672ff0,ATM-AHM-0073,Ahmedabad,2023-04-12T00:00:00
0.0,2.0,0.0,1.0,16.0,120.16,120.16,0.0,3.0,74.0,0.0,0.0,1.0,21.95,4.797112,0,9adf3d58-2b6f-5de3-8510-5cc671d1d2e8,ATM-AHM-0074,Ahmedabad,2023-04-12T00:00:00
0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,5.0,66.0,0.0,0.0,0.0,28.866667,0.0,0,de2d188a-a433-5f4b-869a-2ffe30dfc6ab,ATM-AHM-0075,Ahmedabad,2023-04-12T00:00:00
0.0,2.0,0.0,1.0,7.0,247607.89,247607.89,0.0,1.0,20.0,0.0,0.0,1.0,18.316668,12.419605,0,b76d9deb-4963-5298-b5ab-e7aa1216e9a4,ATM-KOL-0076,Kolkata,2023-04-12T00:00:00
0.0,2.0,0.0,0.0,12.0,0.0,0.0,0.0,5.0,54.0,0.0,0.0,0.0,43.116665,0.0,0,0e83a772-d0c1-5d38-9f1f-4a51eb7ee575,ATM-KOL-0077,Kolkata,2023-04-12T00:00:00
0.0,2.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,35.533333,0.0,0,2e751f5b-ebe1-5162-b43d-482303a259e3,ATM-KOL-0078,Kolkata,2023-04-12T00:00:00
0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,32.0,0.0,0.0,0.0,35.533333,0.0,0,b73cca25-bce0-5c18-8339-4e08c62ff897,ATM-KOL-0079,Kolkata,2023-04-12T00:00:00
0.0,2.0,0.0,0.0,9.0,0.0,0.0,0.0,7.0,44.0,0.0,0.0,0.0,26.116667,0.0,0,4407e36e-71bc-5526-9a73-9f76e801cc45,ATM-KOL-0080,Kolkata,2023-04-12T00:00:00
0.0,2.0,0.0,3.0,18.0,2934.47,1667.62,0.0,4.0,91.0,0.0,0.0,3.0,9.383333,7.984623,0,422e93c8-7fc2-5abd-bd82-7b2eb566f6e6,ATM-KOL-0081,Kolkata,2023-04-12T00:00:00
0.0,2.0,0.0,9.0,26.0,2.0805948e+06,1.9822e+06,0.0,11.0,109.0,0.0,0.0,9.0,4.233333,14.548164,0,1b131b05-4df1-5564-b4fd-6cb5e09cfdd5,ATM-KOL-0082,Kolkata,2023-04-12T00:00:00
0.0,2.0,0.0,7.0,26.0,2.0558362e+06,1.9822e+06,0.0,2.0,79.0,0.0,0.0,7.0,4.233333,14.536194,0,e789fbe5-81bc-554f-9309-2f60d40df893,ATM-KOL-0083,Kolkata,2023-04-12T00:00:00
0.0,2.0,0.0,1.0,13.0,2863.24,2863.24,0.0,0.0,46.0,0.0,0.0,1.0,17.75,7.960058,0,5737401f-13a5-5335-9e4c-336a9e870086,ATM-KOL-0084,Kolkata,2023-04-12T00:00:00
0.0,2.0,0.0,2.0,19.0,2167.62,1667.62,0.0,4.0,108.0,0.0,1.0,2.0,9.383333,7.681846,0,8279eaa3-c5e0-5a20-9db9-075ee86efeb4,ATM-KOL-0085,Kolkata,2023-04-12T00:00:00
0.0,2.0,0.0,8.0,24.0,2.2921695e+06,1.9822e+06,0.0,16.0,116.0,0.0,1.0,8.0,6.05,14.64501,0,f3b246fb-34cb-5d78-af2d-6a294c2857ba,ATM-KOL-0086,Kolkata,2023-04-12T00:00:00
0.0,2.0,0.0,5.0,22.0,2.4213302e+06,1.9822e+06,0.0,4.0,67.0,0.0,0.0,5.0,6.05,14.699828,0,83a48d15-e769-5c36-ba85-663466038d79,ATM-KOL-0087,Kolkata,2023-04-12T00:00:00
0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,30.0,0.0,0.0,0.0,73.6,0.0,0,e2c14eb0-27b2-5683-922f-22f075a86d45,ATM-KOL-0088,Kolkata,2023-04-12T00:00:00
0.0,2.0,0.0,1.0,13.0,418.34,418.34,0.0,4.0,64.0,0.0,0.0,1.0,7.0,6.038682,0,ab7406b4-42c4-5a64-a99f-ed1e9a1912a6,ATM-KOL-0089,Kolkata,2023-04-12T00:00:00
0.0,2.0,0.0,4.0,15.0,24194.06,12010.24,0.0,6.0,55.0,0.0,0.0,4.0,7.0,10.093904,0,9f8333ec-0af9-502c-8e87-21bd0e5ef301,ATM-KOL-0090,Kolkata,2023-04-12T00:00:00
0.0,2.0,0.0,1.0,10.0,1000.0,1000.0,0.0,0.0,34.0,0.0,0.0,1.0,0.48333332,6.908755,0,a891a4aa-b7cd-521d-928f-f58da9655ef5,ATM-HYD-0091,Hyderabad,2023-04-12T00:00:00
0.0,2.0,0.0,2.0,19.0,6867.9,5728.14,0.0,3.0,51.0,0.0,0.0,2.0,20.7,8.83476,0,4aabdbdc-9536-5b73-bab4-7cbee9886fed,ATM-HYD-0092,Hyderabad,2023-04-12T00:00:00
0.0,2.0,0.0,1.0,12.0,21133.7,21133.7,0.0,4.0,54.0,0.0,0.0,1.0,7.9,9.958672,0,f69a2a75-085f-5b60-b0c2-9aebccd78b03,ATM-HYD-0093,Hyderabad,2023-04-12T00:00:00
0.0,2.0,0.0,1.0,12.0,87220.36,87220.36,0.0,5.0,42.0,0.0,0.0,1.0,3.75,11.3762045,0,dce0c68a-90eb-5756-908b-549f801f0816,ATM-HYD-0094,Hyderabad,2023-04-12T00:00:00
0.0,2.0,0.0,2.0,13.0,2944.75,1944.75,0.0,4.0,53.0,0.0,0.0,2.0,0.48333332,7.9881186,0,ce707439-e5cd-56de-8ce2-b3a7f8a910c5,ATM-HYD-0095,Hyderabad,2023-04-12T00:00:00
0.0,2.0,0.0,3.0,24.0,23235.8,21133.7,1.0,7.0,101.0,0.0,0.0,3.0,7.9,10.053493,0,964994af-c467-5422-8727-4914e98a9b1b,ATM-HYD-0096,Hyderabad,2023-04-12T00:00:00
0.0,2.0,0.0,1.0,27.0,21133.7,21133.7,1.0,8.0,127.0,0.0,1.0,1.0,7.9,9.958672,0,6e2eb94c-abea-566d-881f-33304c81d95b,ATM-HYD-0097,Hyderabad,2023-04-12T00:00:00
0.0,2.0,0.0,3.0,16.0,8232.25,7052.8,0.0,3.0,46.0,0.0,0.0,3.0,0.5,9.015936,0,8d9781e0-0f19-5e72-9add-8fe3b028bb83,ATM-HYD-0098,Hyderabad,2023-04-12T00:00:00
0.0,2.0,0.0,1.0,18.0,1944.75,1944.75,0.0,2.0,69.0,0.0,0.0,1.0,18.833334,7.573403,0,ea588019-c786-57ab-8c8d-be7ada3e3273,ATM-HYD-0099,Hyderabad,2023-04-12T00:00:00
0.0,2.0,0.0,3.0,29.0,8650.08,5742.99,0.0,14.0,118.0,0.0,0.0,3.0,4.733333,9.065439,0,642f4235-82f6-5143-8ea5-5048e8f0d80a,ATM-HYD-0100,Hyderabad,2023-04-12T00:00:00
0.0,2.0,0.0,1.0,20.0,601.19,601.19,0.0,8.0,115.0,0.0,0.0,1.0,0.28333333,6.400573,0,ba44c170-601e-501e-a74f-77b6e98cae26,ATM-HYD-0101,Hyderabad,2023-04-12T00:00:00
0.0,2.0,0.0,1.0,10.0,179.45,179.45,0.0,2.0,61.0,0.0,0.0,1.0,0.5,5.1954536,0,81a02119-b06c-5fc0-b634-9f212b95825a,ATM-HYD-0102,Hyderabad,2023-04-12T00:00:00
0.0,2.0,0.0,1.0,17.0,489530.9,489530.9,0.0,4.0,41.0,0.0,0.0,1.0,11.466666,13.101205,0,9b0bfc62-59d8-573e-81b2-fee4669a409a,ATM-HYD-0103,Hyderabad,2023-04-12T00:00:00
0.0,2.0,0.0,1.0,15.0,258.7,258.7,0.0,4.0,58.0,0.0,0.0,1.0,3.4666667,5.559527,0,23f00f1f-a233-5e89-8069-27d2584ad221,ATM-HYD-0104,Hyderabad,2023-04-12T00:00:00
0.0,2.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,42.116665,0.0,0,4cc4f0b0-6522-5752-8674-65bde1e7ee07,ATM-HYD-0105,Hyderabad,2023-04-12T00:00:00
0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.0,0.0,0,c9476261-1e4f-57eb-a773-16d93ceb4f29,ATM-LUC-0106,Lucknow,2023-04-12T00:00:00
0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.0,0.0,0,e4a23985-38d6-536b-8d6c-a9fbe71958aa,ATM-LUC-0107,Lucknow,2023-04-12T00:00:00
0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.0,0.0,0,287eb5bc-5856-5dfc-aafa-8b01262a99ba,ATM-LUC-0108,Lucknow,2023-04-12T00:00:00
